index,OPE ID_x,School_x,City_x,State,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,OPE ID_y,School,Address,City,StateCode,ZipCode,Province,Country,PostalCode
7493,022637,MIAMI VALLEY CAREER TECHNOLOGY CENTER,,OH,NaN,Public,Unsubsidized - Undergraduate,24,24,101668.0,25,52037.0,,,,,,,,,
7500,005330,FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE,,PA,NaN,Public,Unsubsidized - Undergraduate,7,7,35000.0,7,17500.0,,,,,,,,,
7501,025885,OHIO STATE SCHOOL OF COSMETOLOGY,,OH,NaN,Proprietary,Unsubsidized - Undergraduate,14,14,49895.0,14,24948.0,015932,OHIO STATE SCHOOL OF COSMETOLOGY,"789 HEBRON ROAD, SUITE J",HEATH,OH,43056.0,,,
7507,041976,"FLORIDA INSTITUTE OF RECORDING, SOUND AND TECHNOLOGY",,FL,NaN,Proprietary,Unsubsidized - Undergraduate,57,57,287412.0,57,146706.0,,,,,,,,,
7508,025200,INTERNATIONAL SCHOOL OF SKIN AND NAILCARE,,GA,NaN,Proprietary,Unsubsidized - Undergraduate,43,43,152787.0,54,84133.0,,,,,,,,,
7510,031025,AMERICAN UNIVERSITY OF ROME,,,NaN,Foreign-Private,Unsubsidized - Undergraduate,33,33,110474.0,33,57716.0,,,,,,,,,
7521,034297,EAST WEST COLLEGE OF NATURAL MEDICINE,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,1,1,12500.0,1,6250.0,,,,,,,,,
7522,036633,HOOD THEOLOGICAL SEMINARY,,NC,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,11,11,82250.0,11,82250.0,G36633,HOOD THEOLOGICAL SEMINARY,1810 LUTHERAN SYNOD DRIVE,SALISBURY,NC,28144.0,,,
7525,025462,LAUREL BUSINESS INSTITUTE,,PA,NaN,Proprietary,Unsubsidized - Undergraduate,9,9,27298.0,9,13649.0,017118,LAUREL BUSINESS INSTITUTE,11 EAST  PENN STREET,UNIONTOWN,PA,15401.0,,,
7526,011026,WARRENSBURG AREA CAREER CENTER,,MO,NaN,Public,Unsubsidized - Undergraduate,7,7,34000.0,7,17000.0,,,,,,,,,
7529,021499,PAUL MITCHELL THE SCHOOL-JACKSONVILLE,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,72,72,274536.0,78,142887.0,014748,PAUL MITCHELL THE SCHOOL-JACKSONVILLE,5373 LENOX AVE,JACKSONVILLE,FL,32205.0,,,
7538,034296,ATLANTIC INSTITUTE OF ORIENTAL MEDICINE,,FL,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,2,2,9000.0,3,4489.0,,,,,,,,,
7548,022381,MINNESOTA SCHOOL OF COSMETOLOGY,,MN,NaN,Proprietary,Unsubsidized - Undergraduate,31,31,136291.0,35,68817.0,015752,MINNESOTA SCHOOL OF COSMETOLOGY,1750 WEIR DRIVE,WOODBURY,MN,55125.0,,,
7550,021108,CALIFORNIA COLLEGE SAN DIEGO,,CA,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,27,27,104183.0,34,58384.0,014683,CALIFORNIA COLLEGE SAN DIEGO,700 BAY MARINA DRIVE,NATIONAL CITY,CA,91950.0,,,
7561,031773,SAN JUAN BAUTISTA SCHOOL OF MEDICINE,,PR,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,1,1,4000.0,1,2000.0,,,,,,,,,
7562,025681,TEXAS BARBER COLLEGE,,TX,NaN,Proprietary,Unsubsidized - Undergraduate,30,30,164344.0,30,82172.0,017250,TEXAS BARBER COLLEGE,8201 SOUTH GESSNER ROAD,HOUSTON,TX,77036.0,,,
7566,006448,"ELLIS MEDICINE, THE BELANGER SCHOOL OF NURSING",,NY,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,11,11,59600.0,11,29800.0,,,,,,,,,
7575,020921,MASSACHUSETTS SCHOOL OF BARBERING,,MA,NaN,Proprietary,Unsubsidized - Undergraduate,4,5,18044.0,5,9022.0,014437,MASSACHUSETTS SCHOOL OF BARBERING,58 ROSS WAY,QUINCY,MA,2169.0,,,
7579,023394,ROB ROY ACADEMY,,MA,NaN,Proprietary,Unsubsidized - Undergraduate,2,2,12000.0,2,6000.0,012948,ROB ROY ACADEMY,260 S MAIN ST,FALL RIVER,MA,2721.0,,,
7579,023394,ROB ROY ACADEMY,,MA,NaN,Proprietary,Unsubsidized - Undergraduate,2,2,12000.0,2,6000.0,014992,ROB ROY ACADEMY,1 SCHOOL STREET,TAUNTON,MA,2780.0,,,
7579,023394,ROB ROY ACADEMY,,MA,NaN,Proprietary,Unsubsidized - Undergraduate,2,2,12000.0,2,6000.0,015418,ROB ROY ACADEMY,150 PLEASANT ST,WORCESTER,MA,1609.0,,,
7579,023394,ROB ROY ACADEMY,,MA,NaN,Proprietary,Unsubsidized - Undergraduate,2,2,12000.0,2,6000.0,016571,ROB ROY ACADEMY,1872 ACUSHNET AVE,NEW BEDFORD,MA,2746.0,,,
7593,032873,LIVERPOOL INSTITUTE FOR PERFORMING ARTS (THE),,,NaN,Foreign-Public,Unsubsidized - Undergraduate,14,14,50500.0,14,16835.0,,,,,,,,,
7596,023438,MONTGOMERY BEAUTY SCHOOL,,MD,NaN,Proprietary,Unsubsidized - Undergraduate,10,10,32902.0,11,16152.0,016627,MONTGOMERY BEAUTY SCHOOL,8736 ARLISS ST,SILVER SPRING,MD,20901.0,,,
7597,032983,ALBERTA UNIVERSITY OF THE ARTS,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,2,2,8000.0,2,4000.0,,,,,,,,,
7600,021540,DIVERS ACADEMY OF THE EASTERN SEABOARD,,NJ,NaN,Proprietary,Unsubsidized - Undergraduate,10,11,45671.0,11,22841.0,,,,,,,,,
7601,007447,DEL-MAR-VA BEAUTY ACADEMY,,MD,NaN,Proprietary,Unsubsidized - Undergraduate,5,5,28000.0,5,14000.0,013863,DEL-MAR-VA BEAUTY ACADEMY,111 MILFORD ST,SALISBURY,MD,21804.0,,,
7603,033293,JOHN CABOT UNIVERSITY,,,NaN,Foreign-Private,Unsubsidized - Undergraduate,48,48,162830.0,48,87718.0,,,,,,,,,
7608,033354,BURMAN UNIVERSITY,,,NaN,Foreign-Private,Unsubsidized - Undergraduate,5,5,18000.0,5,9000.0,,,,,,,,,
7611,033494,"QUEEN MARGARET UNIVERSITY, EDINBURGH",,,NaN,Foreign-Public,Unsubsidized - Undergraduate,1,1,6000.0,1,3000.0,,,,,,,,,
7612,033523,LONDON SOUTH BANK UNIVERSITY,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,2,2,4000.0,2,2000.0,,,,,,,,,
7614,025548,VANGUARD COLLEGE OF COSMETOLOGY A PAUL MITCHELL PARTNER SCHOOLMETAIRIE,,LA,NaN,Proprietary,Unsubsidized - Undergraduate,17,17,73286.0,17,36210.0,,,,,,,,,
7633,034184,EDINBURGH NAPIER UNIVERSITY,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,9,9,46500.0,9,23250.0,,,,,,,,,
7639,022796,CORTIVA INSTITUTE,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,56,56,253593.0,63,132792.0,016092,CORTIVA INSTITUTE,4045 PARK BLVD,PINELLAS PARK,FL,33781.0,,,
7639,022796,CORTIVA INSTITUTE,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,56,56,253593.0,63,132792.0,030086,CORTIVA INSTITUTE,2001 W. SAMPLE RD #100,POMPANO BEACH,FL,33064.0,,,
7642,012589,ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES,,NY,NaN,Public,Unsubsidized - Undergraduate,11,11,50908.0,11,25578.0,,,,,,,,,
7644,034353,ANGLIA RUSKIN UNIVERSITY,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,6,6,32000.0,6,15833.0,,,,,,,,,
7645,022454,KEENE BEAUTY ACADEMY,,NH,NaN,Proprietary,Unsubsidized - Undergraduate,5,5,11444.0,5,5721.0,015836,KEENE BEAUTY ACADEMY,800 PARK AVENUE,KEENE,NH,3431.0,,,
7647,025398,QUEEN CITY COLLEGE,,TN,NaN,Proprietary,Unsubsidized - Undergraduate,14,14,40711.0,15,20577.0,017068,QUEEN CITY COLLEGE,1594 FORT CAMPBELL BLVD,CLARKSVILLE,TN,37042.0,,,
7650,034423,AMERICAN UNIVERSITY IN BULGARIA,,,NaN,Foreign-Private,Unsubsidized - Undergraduate,7,7,28000.0,7,14000.0,,,,,,,,,
7652,021785,EAGLE GATE COLLEGE,,UT,NaN,Proprietary,Unsubsidized - Undergraduate,24,24,97755.0,29,52003.0,015359,EAGLE GATE COLLEGE,5588 SOUTH GREEN ST SUITE 150,MURRAY,UT,84123.0,,,
7654,034783,ROYAL WELSH COLLEGE OF MUSIC AND DRAMA,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,2,2,4000.0,2,1334.0,,,,,,,,,
7659,023322,HAIR PROFESSIONALS CAREER COLLEGE,,IL,NaN,Proprietary,Unsubsidized - Undergraduate,7,7,40074.0,7,20036.0,016504,HAIR PROFESSIONALS CAREER COLLEGE,2245 GATEWAY DR,SYCAMORE,IL,60178.0,,,
7659,023322,HAIR PROFESSIONALS CAREER COLLEGE,,IL,NaN,Proprietary,Unsubsidized - Undergraduate,7,7,40074.0,7,20036.0,025877,HAIR PROFESSIONALS CAREER COLLEGE,10321 S ROBERTS RD,PALOS HILLS,IL,60465.0,,,
7661,024950,ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES,,MD,NaN,Proprietary,Unsubsidized - Undergraduate,6,6,21166.0,7,10582.0,,,,,,,,,
7667,035153,UNIVERSITY OF CENTRAL LANCASHIRE,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,24,24,61499.0,24,20507.0,,,,,,,,,
7671,025770,PAUL MITCHELL THE SCHOOL - ESANI,,GA,NaN,Proprietary,Unsubsidized - Undergraduate,30,30,103240.0,39,54674.0,017317,PAUL MITCHELL THE SCHOOL - ESANI,1003 MANSELL ROAD,ROSWELL,GA,30076.0,,,
7674,021836,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Unsubsidized - Undergraduate,13,13,41170.0,13,20584.0,009078,CAPRI INSTITUTE OF HAIR DESIGN,1595 MAIN AVENUE,CLIFTON,NJ,7011.0,,,
7674,021836,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Unsubsidized - Undergraduate,13,13,41170.0,13,20584.0,014551,CAPRI INSTITUTE OF HAIR DESIGN,615 WINTERS AVENUE,PARAMUS,NJ,7652.0,,,
7674,021836,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Unsubsidized - Undergraduate,13,13,41170.0,13,20584.0,015558,CAPRI INSTITUTE OF HAIR DESIGN,660 NORTH MICHIGAN AVENUE,KENILWORTH,NJ,7033.0,,,
7674,021836,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Unsubsidized - Undergraduate,13,13,41170.0,13,20584.0,016107,CAPRI INSTITUTE OF HAIR DESIGN,268 BRICK BOULEVARD,BRICK TOWN,NJ,8724.0,,,
7676,022417,PJ'S COLLEGE OF COSMETOLOGY,,IN,NaN,Proprietary,Unsubsidized - Undergraduate,15,15,72567.0,17,36282.0,015806,PJ'S COLLEGE OF COSMETOLOGY,1414 BLACKISTON MILL RD,CLARKSVILLE,IN,47129.0,,,
7676,022417,PJ'S COLLEGE OF COSMETOLOGY,,IN,NaN,Proprietary,Unsubsidized - Undergraduate,15,15,72567.0,17,36282.0,016289,PJ'S COLLEGE OF COSMETOLOGY,50 HAYES-ARBORETUM ROAD,RICHMOND,IN,47374.0,,,
7690,035803,LIVERPOOL JOHN MOORES UNIVERSITY,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,12,12,59964.0,12,19990.0,,,,,,,,,
7693,024910,WEST MICHIGAN COLLEGE OF BARBERING AND BEAUTY,,MI,NaN,Proprietary,Unsubsidized - Undergraduate,7,7,38000.0,7,19000.0,,,,,,,,,
7695,035943,GRENOBLE ECOLE DE MANAGEMENT,,,NaN,Foreign-Private,Unsubsidized - Undergraduate,2,2,8000.0,2,4000.0,,,,,,,,,
7696,038883,DRAGON RISES COLLEGE OF ORIENTAL MEDICINE,,FL,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,1,1,10000.0,1,5000.0,,,,,,,,,
7697,023613,THE LANDING SCHOOL OF BOATBUILDING & DESIGN,,ME,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,12,12,50000.0,12,25000.0,,,,,,,,,
7698,036133,UNIVERSITY OF NORTHERN BRITISH COLUMBIA - PRINCE GEORGE CAMPUS,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,5,5,20000.0,5,10000.0,,,,,,,,,
7709,036534,UNIVERSIDAD DE IBEROAMÉRICA,,,NaN,Foreign-Private,Unsubsidized - Undergraduate,2,2,8000.0,2,4000.0,,,,,,,,,
7712,022809,MID-ATLANTIC CHRISTIAN UNIVERSITY,,NC,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,89,89,145446.0,89,72724.0,014101,MID-ATLANTIC CHRISTIAN UNIVERSITY,715 NORTH POINDEXTER STREET,ELIZABETH CITY,NC,27909.0,,,
7716,036743,ABERTAY UNIVERSITY,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,4,4,18000.0,4,9000.0,,,,,,,,,
7718,022781,SANTA FE COMMUNITY COLLEGE,,NM,NaN,Public,Unsubsidized - Undergraduate,13,13,60906.0,13,30454.0,016065,SANTA FE COMMUNITY COLLEGE,6401 RICHARDS AVENUE,SANTA FE,NM,87508.0,,,
7725,036943,UNIVERSITY OF CHICHESTER,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,3,3,6786.0,3,3393.0,,,,,,,,,
7731,021904,SCHILLING - DOUGLAS SCHOOL OF HAIR DESIGN,,DE,NaN,Proprietary,Unsubsidized - Undergraduate,16,16,56369.0,17,28184.0,,,,,,,,,
7735,022625,FAUST INSTITUTE OF COSMETOLOGY,,IA,NaN,Proprietary,Unsubsidized - Undergraduate,4,4,13167.0,4,6584.0,015973,FAUST INSTITUTE OF COSMETOLOGY,1543 18TH STREET,SPIRIT LAKE,IA,51360.0,,,
7738,021975,BATON ROUGE SCHOOL OF COMPUTERS,,LA,NaN,Proprietary,Unsubsidized - Undergraduate,6,6,34500.0,6,17250.0,015533,BATON ROUGE SCHOOL OF COMPUTERS,9352 INTERLINE AVENUE,BATON ROUGE,LA,70809.0,,,
7751,025434,BROWNSON TECHNICAL SCHOOL,,CA,NaN,Proprietary,Unsubsidized - Undergraduate,13,13,75750.0,13,37000.0,017050,BROWNSON TECHNICAL SCHOOL,1110 TECHNOLOGY CIRCLE STE D,ANAHEIM,CA,92805.0,,,
7755,037703,NAZARENE THEOLOGICAL COLLEGE,,,NaN,Foreign-Private,Unsubsidized - Undergraduate,1,1,6000.0,1,3000.0,,,,,,,,,
7757,025283,TDDS TECHNICAL INSTITUTE,,OH,NaN,Proprietary,Unsubsidized - Undergraduate,15,16,52264.0,23,36665.0,,,,,,,,,
7763,025822,"GUY'S ACADEMY HAIR, SKIN & NAILS",,LA,NaN,Proprietary,Unsubsidized - Undergraduate,7,7,37750.0,7,18875.0,017375,"GUY'S ACADEMY HAIR, SKIN & NAILS",1141 SHREVEPORT BARKSDALE HIGHWAY,SHREVEPORT,LA,71105.0,,,
7768,038073,ROSE BRUFORD COLLEGE OF THEATRE AND PERFORMANCE,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,2,2,8000.0,2,2666.0,,,,,,,,,
7770,023214,TONI & GUY HAIRDRESSING ACADEMY,,GA,NaN,Proprietary,Unsubsidized - Undergraduate,15,15,58033.0,15,29016.0,,,,,,,,,
7786,023014,OHIO VALLEY COLLEGE OF TECHNOLOGY,,OH,NaN,Proprietary,Unsubsidized - Undergraduate,11,11,25437.0,11,8692.0,016261,OHIO VALLEY COLLEGE OF TECHNOLOGY,15258 STATE ROUTE 170,EAST LIVERPOOL,OH,43920.0,,,
7788,022375,LAS VEGAS COLLEGE,,NV,NaN,Proprietary,Unsubsidized - Undergraduate,82,84,456349.0,84,181610.0,015804,LAS VEGAS COLLEGE,170 NORTH STEPHANIE STREET,HENDERSON,NV,89014.0,,,
7789,023142,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Unsubsidized - Undergraduate,8,8,31889.0,10,16389.0,007573,EMPIRE BEAUTY SCHOOL,38-15 BROADWAY,ASTORIA,NY,11103.0,,,
7789,023142,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Unsubsidized - Undergraduate,8,8,31889.0,10,16389.0,015331,EMPIRE BEAUTY SCHOOL,22 WEST 34TH STREET,NEW YORK,NY,10001.0,,,
7789,023142,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Unsubsidized - Undergraduate,8,8,31889.0,10,16389.0,016374,EMPIRE BEAUTY SCHOOL,19 BANK STREET,PEEKSKILL,NY,10566.0,,,
7790,021596,BAPTIST COLLEGE OF FLORIDA (THE),,FL,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,27,27,95578.0,27,63060.0,013001,BAPTIST COLLEGE OF FLORIDA (THE),5400 COLLEGE DRIVE,GRACEVILLE,FL,32440.0,,,
7793,030185,BENE'S CAREER ACADEMY,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,46,47,192007.0,55,103892.0,014752,BENE'S CAREER ACADEMY,7027 US HIGHWAY 19,NEW PORT RICHEY,FL,34652.0,,,
7795,038594,FALMOUTH UNIVERSITY,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,9,9,33500.0,9,16417.0,,,,,,,,,
7801,004502,CITY COLLEGE OF SAN FRANCISCO,,CA,NaN,Public,Unsubsidized - Undergraduate,13,13,66000.0,13,33000.0,012874,CITY COLLEGE OF SAN FRANCISCO,50 FRIDA KAHLO WAY,SAN FRANCISCO,CA,94112.0,,,
7802,022110,SALON SUCCESS ACADEMY,,CA,NaN,Proprietary,Unsubsidized - Undergraduate,20,20,67568.0,24,36638.0,007203,SALON SUCCESS ACADEMY,1385 EAST FOOTHILL BOULVARD,UPLAND,CA,91786.0,,,
7802,022110,SALON SUCCESS ACADEMY,,CA,NaN,Proprietary,Unsubsidized - Undergraduate,20,20,67568.0,24,36638.0,013095,SALON SUCCESS ACADEMY,2097 COMPTON AVENUE,CORONA,CA,92881.0,,,
7802,022110,SALON SUCCESS ACADEMY,,CA,NaN,Proprietary,Unsubsidized - Undergraduate,20,20,67568.0,24,36638.0,014599,SALON SUCCESS ACADEMY,210 W HIGHLAND AVE,SAN BERNARDINO,CA,92405.0,,,
7809,022850,PAUL MITCHELL THE SCHOOL HUNTSVILLE,,AL,NaN,Proprietary,Unsubsidized - Undergraduate,24,24,85833.0,24,42916.0,016113,PAUL MITCHELL THE SCHOOL HUNTSVILLE,3810 SULLIVAN STREET,MADISON,AL,35758.0,,,
7812,020564,CAPRI COSMETOLOGY LEARNING CENTER,,NY,NaN,Proprietary,Unsubsidized - Undergraduate,11,11,48175.0,11,24086.0,014122,CAPRI COSMETOLOGY LEARNING CENTER,251 WEST ROUTE 59,NANUET,NY,10954.0,,,
7820,025568,PAUL MITCHELL THE SCHOOL SALT LAKE CITY,,UT,NaN,Proprietary,Unsubsidized - Undergraduate,17,17,64400.0,17,32199.0,017186,PAUL MITCHELL THE SCHOOL SALT LAKE CITY,1969 EAST MURRAY HOLLADAY ROAD,SALT LAKE,UT,84117.0,,,
7822,025240,SUNSTATE ACADEMY,,FL,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,39,39,123823.0,42,70900.0,,,,,,,,,
7825,021180,LEVITTOWN BEAUTY ACADEMY,,PA,NaN,Proprietary,Unsubsidized - Undergraduate,9,9,13455.0,11,7167.0,,,,,,,,,
7828,023268,MERIDIAN COLLEGE,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,32,32,148938.0,41,84334.0,015548,MERIDIAN COLLEGE,7020 PROFESSIONAL PARKWAY EAST,SARASOTA,FL,34240.0,,,
7838,021250,CAREER ACADEMY OF BEAUTY,,CA,NaN,Proprietary,Unsubsidized - Undergraduate,21,21,68401.0,21,32386.0,013914,CAREER ACADEMY OF BEAUTY,12471 VALLEYVIEW BLVD,WEST GARDEN GROVE,CA,92845.0,,,
7840,039743,"ST. GEORGE'S UNIVERSITY, SCHOOL OF VETERINARY MEDICINE",,,NaN,Foreign-For-Profit,Unsubsidized - Undergraduate,1,1,12500.0,1,6250.0,,,,,,,,,
7844,023269,SUNSTATE ACADEMY,,FL,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,46,46,108990.0,48,67445.0,,,,,,,,,
7847,022724,EASTERN COLLEGE OF HEALTH VOCATIONS,,AR,NaN,Proprietary,Unsubsidized - Undergraduate,14,14,48934.0,15,25867.0,016041,EASTERN COLLEGE OF HEALTH VOCATIONS,200 SOUTH UNIVERSITY AVENUE,LITTLE ROCK,AR,72205.0,,,
7851,023043,"PLATT COLLEGE, SAN DIEGO",,CA,NaN,Proprietary,Unsubsidized - Undergraduate,11,15,59484.0,15,33079.0,015180,"PLATT COLLEGE, SAN DIEGO",6250 EL CAJON BLVD,SAN DIEGO,CA,92115.0,,,
7858,040214,"AMERICAN COLLEGE, DUBLIN LIMITED (THE)",,,NaN,Foreign-Private,Unsubsidized - Undergraduate,6,6,25500.0,6,12750.0,,,,,,,,,
7860,022579,INTERNATIONAL ACADEMY,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,28,28,122793.0,29,61812.0,015962,INTERNATIONAL ACADEMY,2550 SOUTH RIDGEWOOD AVENUE,SOUTH DAYTONA,FL,32119.0,,,
7863,025459,HYPNOSIS MOTIVATION INSTITUTE,,CA,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,12,12,75500.0,12,37751.0,017061,HYPNOSIS MOTIVATION INSTITUTE,18607 VENTURA BLVD  STE #310,TARZANA,CA,91356.0,,,
7866,041694,NORTHERN VIRGINIA SCHOOL OF THERAPEUTIC MASSAGE,,VA,NaN,Proprietary,Unsubsidized - Undergraduate,12,13,50333.0,13,25167.0,,,,,,,,,
7869,025183,LASALLE TECH,,LA,NaN,Proprietary,Unsubsidized - Undergraduate,9,10,32373.0,10,16187.0,016880,LASALLE TECH,300 HOWARD AVE,HOUMA,LA,70363.0,,,
7870,023623,MERCER COUNTY CAREER CENTER,,PA,NaN,Public,Unsubsidized - Undergraduate,6,6,24090.0,6,12046.0,,,,,,,,,
7888,021562,TECHNICAL COLLEGE OF THE ROCKIES,,CO,NaN,Public,Unsubsidized - Undergraduate,31,31,169000.0,32,86875.0,014050,TECHNICAL COLLEGE OF THE ROCKIES,1765 US HIGHWAY 50,DELTA,CO,81416.0,,,
7889,020937,LONG ISLAND BUSINESS INSTITUTE,,NY,NaN,Proprietary,Unsubsidized - Undergraduate,10,10,47799.0,10,23900.0,,,,,,,,,
7896,025476,FLORIDA NATIONAL UNIVERSITY,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,13,13,56473.0,14,31237.0,017069,FLORIDA NATIONAL UNIVERSITY,4425 WEST JOSE REGUEIRO 20TH AVENUE,HIALEAH,FL,33012.0,,,
7900,025485,COSMETOLOGY TRAINING CENTER,,LA,NaN,Proprietary,Unsubsidized - Undergraduate,9,10,23233.0,10,11617.0,017096,COSMETOLOGY TRAINING CENTER,2516 JOHNSTON ST,LAFAYETTE,LA,70503.0,,,
7901,041133,LEBANESE AMERICAN UNIVERSITY,,,NaN,Foreign-Private,Unsubsidized - Undergraduate,10,10,33000.0,10,16500.0,,,,,,,,,
7908,010161,LORAINES ACADEMY & SPA,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,29,29,101348.0,31,54209.0,014146,LORAINES ACADEMY & SPA,1012 58TH STREET NORTH,ST PETERSBURG,FL,33710.0,,,
7910,021370,ROB ROY ACADEMY,,MA,NaN,Proprietary,Unsubsidized - Undergraduate,1,1,6000.0,1,3000.0,012948,ROB ROY ACADEMY,260 S MAIN ST,FALL RIVER,MA,2721.0,,,
7910,021370,ROB ROY ACADEMY,,MA,NaN,Proprietary,Unsubsidized - Undergraduate,1,1,6000.0,1,3000.0,014992,ROB ROY ACADEMY,1 SCHOOL STREET,TAUNTON,MA,2780.0,,,
7910,021370,ROB ROY ACADEMY,,MA,NaN,Proprietary,Unsubsidized - Undergraduate,1,1,6000.0,1,3000.0,015418,ROB ROY ACADEMY,150 PLEASANT ST,WORCESTER,MA,1609.0,,,
7910,021370,ROB ROY ACADEMY,,MA,NaN,Proprietary,Unsubsidized - Undergraduate,1,1,6000.0,1,3000.0,016571,ROB ROY ACADEMY,1872 ACUSHNET AVE,NEW BEDFORD,MA,2746.0,,,
7915,022456,WARREN COUNTY CAREER CENTER,,OH,NaN,Public,Unsubsidized - Undergraduate,12,12,55375.0,12,27690.0,015848,WARREN COUNTY CAREER CENTER,3525 NORTH STATE  ROUTE 48,LEBANON,OH,45036.0,,,
7933,023067,FORT WORTH BEAUTY SCHOOL,,TX,NaN,Proprietary,Unsubsidized - Undergraduate,19,19,72610.0,22,42106.0,014547,FORT WORTH BEAUTY SCHOOL,2901 GLEN ROSE HWY,GRANBURY,TX,76048.0,,,
7943,025171,SARASOTA SCHOOL OF MASSAGE THERAPY,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,17,17,80830.0,17,40415.0,016937,SARASOTA SCHOOL OF MASSAGE THERAPY,5899 WHITFIELD AVENUE,SARASOTA,FL,34243.0,,,
7954,042291,ADVANTAGE CAREER INSTITUTE,,NJ,NaN,Proprietary,Unsubsidized - Undergraduate,10,10,28625.0,10,14317.0,G42291,ADVANTAGE CAREER INSTITUTE,2 MERIDIAN ROAD,EATONTOWN,NJ,7724.0,,,
7955,030324,KC'S SCHOOL OF HAIR DESIGN,,MS,NaN,Proprietary,Unsubsidized - Undergraduate,1,1,5500.0,1,2750.0,G30324,KC'S SCHOOL OF HAIR DESIGN,280 TURNPIKE RD,PONTOTOC,MS,38863.0,,,
7964,041342,LONDON CONTEMPORARY DANCE SCHOOL,,,NaN,Foreign-Private,Unsubsidized - Undergraduate,5,5,15000.0,5,5001.0,,,,,,,,,
7966,023384,FORT PIERCE BEAUTY ACADEMY,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,17,17,87041.0,19,43916.0,,,,,,,,,
7968,022655,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Unsubsidized - Undergraduate,8,8,21533.0,8,10766.0,009078,CAPRI INSTITUTE OF HAIR DESIGN,1595 MAIN AVENUE,CLIFTON,NJ,7011.0,,,
7968,022655,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Unsubsidized - Undergraduate,8,8,21533.0,8,10766.0,014551,CAPRI INSTITUTE OF HAIR DESIGN,615 WINTERS AVENUE,PARAMUS,NJ,7652.0,,,
7968,022655,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Unsubsidized - Undergraduate,8,8,21533.0,8,10766.0,015558,CAPRI INSTITUTE OF HAIR DESIGN,660 NORTH MICHIGAN AVENUE,KENILWORTH,NJ,7033.0,,,
7968,022655,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Unsubsidized - Undergraduate,8,8,21533.0,8,10766.0,016107,CAPRI INSTITUTE OF HAIR DESIGN,268 BRICK BOULEVARD,BRICK TOWN,NJ,8724.0,,,
7969,021244,UNIVERSITY OF SPA & COSMETOLOGY ARTS,,IL,NaN,Proprietary,Unsubsidized - Undergraduate,6,6,23653.0,6,11828.0,,,,,,,,,
7972,021169,UPPER VALLEY CAREER CENTER,,OH,NaN,Public,Unsubsidized - Undergraduate,10,10,36556.0,12,22049.0,,,,,,,,,
